"pkey","user","usergroup"
"72275","109","99"
"72274","109","86"
"72273","109","129"
"72272","109","20"
"72271","109","85"
"72270","109","74"
"72269","109","117"
"72268","109","102"
"72267","109","27"
"72266","109","100"
"72265","109","35"
"72264","109","95"
"72263","109","16"
"72262","109","2"
"51568","325","117"
"51459","101","24"
"81214","43","130"
"81213","43","29"
"81212","43","141"
"81211","43","25"
"42705","256","2"
"56515","257","87"
"81138","382","72"
"81210","43","105"
"40730","258","86"
"51555","259","86"
"40549","260","63"
"78150","215","16"
"78149","215","2"
"78148","215","103"
"78147","215","96"
"78146","215","76"
"78145","215","59"
"78144","215","49"
"78143","215","43"
"78142","215","77"
"78141","215","111"
"78140","215","63"
"78139","215","6"
"78138","215","70"
"78137","215","109"
"78136","215","118"
"78135","215","136"
"78134","215","60"
"78133","215","87"
"81517","80","14"
"81516","80","98"
"81515","80","83"
"41261","261","86"
"53673","250","82"
"42101","264","86"
"52711","263","81"
"52710","263","72"
"52709","263","62"
"52708","263","11"
"52707","263","7"
"52706","263","69"
"52705","263","67"
"52704","263","13"
"52703","263","56"
"52702","263","58"
"52701","263","39"
"52700","263","40"
"52699","263","73"
"52698","263","71"
"52697","263","17"
"52696","263","66"
"52695","263","41"
"52694","263","15"
"52693","263","5"
"52692","263","21"
"52691","263","65"
"52690","263","47"
"52689","263","64"
"52688","263","84"
"52687","263","30"
"52686","263","26"
"52685","263","48"
"52684","263","68"
"52683","263","93"
"52682","263","9"
"52681","263","34"
"52680","263","79"
"52679","263","23"
"52678","263","89"
"52677","263","10"
"52676","263","50"
"52675","263","8"
"52674","263","45"
"52673","263","52"
"52672","263","61"
"52671","263","54"
"52670","263","57"
"52669","263","92"
"52668","263","29"
"52667","263","25"
"52666","263","14"
"52665","263","98"
"52664","263","83"
"52663","263","44"
"52662","263","28"
"52661","263","101"
"52660","263","75"
"52659","263","38"
"52658","263","19"
"52657","263","91"
"52656","263","46"
"52655","263","51"
"52654","263","99"
"52653","263","86"
"52652","263","20"
"52651","263","85"
"52650","263","74"
"52649","263","27"
"52648","263","100"
"52647","263","35"
"52646","263","95"
"52645","263","16"
"52644","263","2"
"52643","263","96"
"52642","263","76"
"52641","263","59"
"52640","263","49"
"52639","263","43"
"52638","263","77"
"52637","263","63"
"52636","263","6"
"52635","263","70"
"52634","263","60"
"52633","263","87"
"52632","263","12"
"52631","263","31"
"52630","263","78"
"46912","262","88"
"46911","262","42"
"41265","265","65"
"41253","266","9"
"52629","263","53"
"80664","153","23"
"80663","153","142"
"80662","153","89"
"80661","153","10"
"80660","153","50"
"80659","153","8"
"80658","153","45"
"80657","153","52"
"80656","153","61"
"80655","153","110"
"80654","153","140"
"80653","153","57"
"80652","153","92"
"80651","153","151"
"80650","153","150"
"80649","153","149"
"80648","153","148"
"80647","153","147"
"80646","153","146"
"80645","153","130"
"80644","153","29"
"80643","153","141"
"80642","153","25"
"80641","153","105"
"80640","153","14"
"80639","153","98"
"80638","153","83"
"80637","153","44"
"80636","153","28"
"80635","153","101"
"80634","153","75"
"80633","153","106"
"80632","153","38"
"80631","153","19"
"55700","276","63"
"74510","277","101"
"77465","278","87"
"52628","263","97"
"52627","263","32"
"52626","263","82"
"49719","279","88"
"49718","279","42"
"49717","279","55"
"49716","279","37"
"49715","279","72"
"49714","279","62"
"49713","279","67"
"49712","279","13"
"49711","279","56"
"49710","279","58"
"49709","279","39"
"49708","279","40"
"49707","279","71"
"49706","279","3"
"49705","279","66"
"49704","279","41"
"49703","279","5"
"49702","279","21"
"49701","279","65"
"49700","279","47"
"49699","279","64"
"49698","279","84"
"49697","279","26"
"49696","279","68"
"49695","279","93"
"49694","279","79"
"49693","279","23"
"49692","279","89"
"49691","279","50"
"49690","279","8"
"49689","279","45"
"49688","279","52"
"49687","279","61"
"49686","279","54"
"49685","279","57"
"49684","279","92"
"49683","279","29"
"49682","279","25"
"49681","279","98"
"49680","279","83"
"49679","279","44"
"49678","279","101"
"49677","279","75"
"49676","279","38"
"49675","279","91"
"49674","279","46"
"49673","279","51"
"49672","279","99"
"49671","279","20"
"49670","279","85"
"49669","279","48"
"49668","279","74"
"49667","279","27"
"49666","279","100"
"49665","279","35"
"49664","279","95"
"49663","279","2"
"49662","279","96"
"49661","279","76"
"49660","279","59"
"49659","279","43"
"49658","279","77"
"49657","279","63"
"49656","279","6"
"49655","279","70"
"49654","279","60"
"49653","279","87"
"49652","279","12"
"49651","279","31"
"49650","279","78"
"49649","279","53"
"49648","279","97"
"49647","279","32"
"49800","280","88"
"49799","280","42"
"49798","280","55"
"49797","280","37"
"49796","280","72"
"49795","280","62"
"49794","280","67"
"49793","280","13"
"49792","280","56"
"49791","280","58"
"49790","280","39"
"49789","280","40"
"49788","280","71"
"49787","280","3"
"49786","280","66"
"49785","280","41"
"49784","280","5"
"49783","280","21"
"49782","280","65"
"49781","280","47"
"49780","280","64"
"49779","280","84"
"49778","280","30"
"49777","280","26"
"49776","280","68"
"49775","280","93"
"49774","280","9"
"49773","280","34"
"49772","280","79"
"49771","280","23"
"49770","280","89"
"49769","280","50"
"49768","280","8"
"49767","280","45"
"49766","280","52"
"49765","280","61"
"49764","280","54"
"49763","280","57"
"49762","280","92"
"49761","280","29"
"49760","280","25"
"49759","280","98"
"49758","280","83"
"49757","280","44"
"49756","280","101"
"49755","280","75"
"49754","280","38"
"49753","280","91"
"49752","280","46"
"49751","280","51"
"49750","280","99"
"49749","280","20"
"49748","280","85"
"49747","280","48"
"49746","280","74"
"49745","280","102"
"49744","280","27"
"49743","280","100"
"49742","280","35"
"49741","280","95"
"49740","280","16"
"49739","280","2"
"49738","280","103"
"49737","280","96"
"49736","280","76"
"49735","280","59"
"49734","280","43"
"49733","280","77"
"49732","280","63"
"49731","280","6"
"49730","280","70"
"49729","280","60"
"49728","280","87"
"49727","280","12"
"49726","280","31"
"53010","281","88"
"53009","281","42"
"53008","281","55"
"53007","281","37"
"53006","281","81"
"53005","281","104"
"53004","281","72"
"53003","281","62"
"53002","281","11"
"53001","281","7"
"53000","281","69"
"52999","281","67"
"52998","281","13"
"52997","281","56"
"52996","281","58"
"52995","281","39"
"52994","281","40"
"52993","281","73"
"52992","281","71"
"52991","281","3"
"52990","281","66"
"52989","281","41"
"52988","281","15"
"52987","281","5"
"52986","281","21"
"52985","281","65"
"52984","281","47"
"52983","281","64"
"52982","281","84"
"52981","281","30"
"52980","281","26"
"52979","281","48"
"52978","281","68"
"52977","281","107"
"52976","281","93"
"52975","281","79"
"52974","281","23"
"52973","281","89"
"52972","281","10"
"52971","281","50"
"52970","281","8"
"52969","281","45"
"52968","281","52"
"52967","281","61"
"52966","281","54"
"52965","281","57"
"52964","281","92"
"52963","281","29"
"52962","281","25"
"52961","281","105"
"52960","281","14"
"52959","281","98"
"52958","281","83"
"52957","281","44"
"52956","281","28"
"52955","281","101"
"52954","281","75"
"52953","281","106"
"52952","281","38"
"52951","281","19"
"52950","281","91"
"52949","281","46"
"52948","281","51"
"52947","281","99"
"52946","281","86"
"52945","281","20"
"52944","281","85"
"52943","281","74"
"52942","281","102"
"52941","281","27"
"52940","281","100"
"52939","281","35"
"52938","281","95"
"52937","281","16"
"52936","281","2"
"49646","279","4"
"81514","80","44"
"81513","80","28"
"81512","80","101"
"81511","80","75"
"81510","80","106"
"81509","80","38"
"81508","80","19"
"81507","80","54"
"44451","283","79"
"49644","284","88"
"49643","284","42"
"49642","284","55"
"49641","284","37"
"49640","284","72"
"49639","284","62"
"49638","284","11"
"49637","284","7"
"49636","284","69"
"49635","284","67"
"49634","284","13"
"49633","284","56"
"49632","284","39"
"49631","284","40"
"49630","284","71"
"49629","284","3"
"49628","284","66"
"49627","284","41"
"49626","284","5"
"49625","284","21"
"49624","284","65"
"49623","284","47"
"49622","284","64"
"49621","284","84"
"49620","284","30"
"49619","284","26"
"49618","284","68"
"49617","284","93"
"49616","284","79"
"49615","284","23"
"49614","284","89"
"49613","284","50"
"49612","284","8"
"49611","284","45"
"49610","284","52"
"49609","284","61"
"49608","284","54"
"49607","284","57"
"49606","284","92"
"49605","284","29"
"49604","284","25"
"49603","284","14"
"49602","284","98"
"49601","284","83"
"49600","284","44"
"49599","284","101"
"49598","284","75"
"49597","284","38"
"49596","284","91"
"49595","284","46"
"49594","284","51"
"49593","284","99"
"49592","284","86"
"49591","284","20"
"49590","284","85"
"49589","284","48"
"49588","284","74"
"49587","284","102"
"49586","284","27"
"49585","284","100"
"49584","284","35"
"49583","284","95"
"49582","284","16"
"49581","284","2"
"49580","284","96"
"49579","284","76"
"49578","284","59"
"49577","284","49"
"49576","284","43"
"49575","284","77"
"49574","284","63"
"49573","284","6"
"49572","284","70"
"49571","284","60"
"49570","284","87"
"49569","284","12"
"49568","284","31"
"49567","284","78"
"49566","284","53"
"49565","284","97"
"49564","284","32"
"49563","284","4"
"44743","285","103"
"44744","286","104"
"44747","287","64"
"49725","280","78"
"49724","280","53"
"49723","280","97"
"49722","280","32"
"49721","280","4"
"49720","280","82"
"49562","284","82"
"49645","279","82"
"77550","299","97"
"73423","297","108"
"48496","296","70"
"52809","288","88"
"52808","288","42"
"52807","288","55"
"52806","288","37"
"52805","288","81"
"52804","288","104"
"52803","288","72"
"52802","288","62"
"52801","288","11"
"52800","288","7"
"52799","288","69"
"52798","288","67"
"52797","288","13"
"52796","288","56"
"52795","288","58"
"52794","288","39"
"52793","288","40"
"52792","288","73"
"52791","288","71"
"52790","288","3"
"52789","288","66"
"52788","288","41"
"52787","288","15"
"52786","288","5"
"52785","288","21"
"52784","288","65"
"52783","288","47"
"52782","288","64"
"52781","288","84"
"52780","288","30"
"52779","288","26"
"52778","288","48"
"52777","288","68"
"52776","288","93"
"52775","288","9"
"52774","288","34"
"52773","288","79"
"52772","288","23"
"52771","288","89"
"52770","288","10"
"52769","288","50"
"52768","288","8"
"52767","288","45"
"52766","288","52"
"52765","288","61"
"52764","288","54"
"52763","288","57"
"52762","288","92"
"52761","288","29"
"52760","288","25"
"52759","288","14"
"52758","288","98"
"52757","288","83"
"52756","288","44"
"52755","288","28"
"52754","288","101"
"52753","288","75"
"52752","288","38"
"52751","288","19"
"52750","288","91"
"52749","288","46"
"52748","288","51"
"52747","288","99"
"52746","288","86"
"52745","288","20"
"52744","288","85"
"52743","288","74"
"52742","288","102"
"52741","288","27"
"52740","288","100"
"52739","288","35"
"52738","288","95"
"52737","288","16"
"52736","288","2"
"52735","288","103"
"52734","288","96"
"52733","288","76"
"52732","288","59"
"52731","288","49"
"52730","288","43"
"52729","288","77"
"52728","288","63"
"52727","288","6"
"52726","288","70"
"52725","288","60"
"52724","288","87"
"52723","288","12"
"52722","288","31"
"52721","288","78"
"52720","288","53"
"52719","288","97"
"52718","288","32"
"52717","288","4"
"52716","288","82"
"66997","198","38"
"66996","198","19"
"66995","198","54"
"66994","198","91"
"66993","198","46"
"66992","198","51"
"66991","198","99"
"66990","198","86"
"66989","198","20"
"66988","198","85"
"66987","198","74"
"66986","198","102"
"66985","198","27"
"66984","198","100"
"66983","198","35"
"66982","198","95"
"66981","198","16"
"66980","198","2"
"66979","198","103"
"66978","198","96"
"66977","198","76"
"66976","198","59"
"66975","198","49"
"66974","198","43"
"66973","198","77"
"66972","198","63"
"66971","198","6"
"66970","198","70"
"66969","198","60"
"66968","198","87"
"66967","198","12"
"66966","198","31"
"66965","198","78"
"66964","198","53"
"66963","198","138"
"66962","198","97"
"66961","198","32"
"66960","198","4"
"66959","198","82"
"48291","292","26"
"46166","293","107"
"81506","80","91"
"81505","80","46"
"81504","80","153"
"81503","80","51"
"81502","80","135"
"53583","251","12"
"53582","251","31"
"53581","251","78"
"53580","251","53"
"53579","251","97"
"53578","251","32"
"53577","251","4"
"46910","262","55"
"46909","262","37"
"46908","262","81"
"46907","262","104"
"46906","262","72"
"46905","262","62"
"46904","262","11"
"46903","262","7"
"46902","262","69"
"46901","262","67"
"46900","262","13"
"46899","262","56"
"46898","262","58"
"46897","262","39"
"46896","262","40"
"46895","262","73"
"46894","262","71"
"46893","262","3"
"46892","262","66"
"46891","262","41"
"46890","262","15"
"46889","262","5"
"46888","262","21"
"46887","262","65"
"46886","262","47"
"46885","262","64"
"46884","262","84"
"46883","262","30"
"46882","262","26"
"46881","262","68"
"46880","262","107"
"46879","262","93"
"46878","262","79"
"46877","262","23"
"46876","262","89"
"46875","262","10"
"46874","262","50"
"46873","262","8"
"46872","262","45"
"46871","262","52"
"46870","262","61"
"46869","262","54"
"46868","262","57"
"46867","262","92"
"46866","262","29"
"46865","262","25"
"46864","262","105"
"46863","262","14"
"46862","262","98"
"46861","262","83"
"46860","262","44"
"46859","262","28"
"46858","262","101"
"46857","262","75"
"46856","262","106"
"46855","262","38"
"46854","262","19"
"46853","262","91"
"46852","262","46"
"46851","262","51"
"46850","262","99"
"46849","262","86"
"46848","262","20"
"46847","262","85"
"46846","262","48"
"46845","262","74"
"46844","262","102"
"46843","262","27"
"46842","262","100"
"46841","262","35"
"46840","262","95"
"46839","262","16"
"46838","262","2"
"46837","262","103"
"46836","262","96"
"46835","262","76"
"46834","262","59"
"46833","262","49"
"46832","262","43"
"46831","262","77"
"46830","262","63"
"46829","262","6"
"46828","262","70"
"46827","262","60"
"46826","262","87"
"46825","262","12"
"46824","262","31"
"46823","262","78"
"46822","262","53"
"46821","262","97"
"46820","262","32"
"46819","262","4"
"46818","262","82"
"52935","281","103"
"52934","281","96"
"52933","281","76"
"52932","281","59"
"52931","281","49"
"52930","281","43"
"52929","281","77"
"52928","281","63"
"52927","281","6"
"52926","281","70"
"52925","281","60"
"52924","281","87"
"52923","281","12"
"52922","281","31"
"52921","281","78"
"52920","281","53"
"52919","281","97"
"52918","281","32"
"52917","281","4"
"52916","281","82"
"47009","295","65"
"47118","298","97"
"48697","300","88"
"48696","300","42"
"48695","300","55"
"48694","300","37"
"48693","300","81"
"48692","300","104"
"48691","300","72"
"48690","300","62"
"48689","300","11"
"48688","300","7"
"48687","300","69"
"48686","300","67"
"48685","300","13"
"48684","300","56"
"48683","300","58"
"48682","300","39"
"48681","300","40"
"48680","300","73"
"48679","300","71"
"48678","300","3"
"48677","300","66"
"48676","300","41"
"48675","300","15"
"48674","300","5"
"48673","300","21"
"48672","300","65"
"48671","300","47"
"48670","300","64"
"48669","300","84"
"48668","300","30"
"48667","300","26"
"48666","300","68"
"48665","300","107"
"48664","300","93"
"48663","300","79"
"48662","300","23"
"48661","300","89"
"48660","300","10"
"48659","300","50"
"48658","300","8"
"48657","300","45"
"48656","300","52"
"48655","300","61"
"48654","300","54"
"48653","300","57"
"48652","300","92"
"48651","300","29"
"48650","300","25"
"48649","300","105"
"48648","300","14"
"48647","300","98"
"48646","300","83"
"48645","300","44"
"48644","300","28"
"48643","300","101"
"48642","300","75"
"48641","300","106"
"48640","300","38"
"48639","300","19"
"48638","300","91"
"48637","300","46"
"48636","300","51"
"48635","300","108"
"48634","300","99"
"48633","300","86"
"48632","300","20"
"48631","300","85"
"48630","300","48"
"48629","300","74"
"48628","300","102"
"48627","300","27"
"48626","300","100"
"48625","300","35"
"48624","300","95"
"48623","300","16"
"48622","300","2"
"48621","300","103"
"48620","300","96"
"48619","300","76"
"48618","300","59"
"48617","300","49"
"48616","300","43"
"48615","300","77"
"48614","300","63"
"48613","300","6"
"48612","300","70"
"48611","300","60"
"48610","300","87"
"48609","300","12"
"48608","300","31"
"48607","300","78"
"48606","300","53"
"48605","300","97"
"48604","300","32"
"48603","300","4"
"48602","300","82"
"53576","251","82"
"55704","331","21"
"73697","330","21"
"53573","329","21"
"53574","328","21"
"53567","327","21"
"53563","326","48"
"53854","301","88"
"53853","301","42"
"53852","301","55"
"53851","301","37"
"53850","301","115"
"53849","301","113"
"53848","301","104"
"53847","301","72"
"53846","301","62"
"53845","301","114"
"53844","301","69"
"53843","301","67"
"53842","301","13"
"53841","301","56"
"53840","301","58"
"53839","301","39"
"53838","301","40"
"53837","301","71"
"53836","301","3"
"53835","301","66"
"53834","301","41"
"53833","301","15"
"53832","301","5"
"53831","301","21"
"53830","301","65"
"53829","301","47"
"53828","301","64"
"53827","301","84"
"53826","301","30"
"53825","301","26"
"53824","301","48"
"53823","301","68"
"53822","301","107"
"53821","301","93"
"53820","301","79"
"53819","301","23"
"53818","301","50"
"53817","301","8"
"53816","301","45"
"53815","301","52"
"53814","301","61"
"53813","301","54"
"53812","301","110"
"53811","301","57"
"53810","301","92"
"53809","301","29"
"53808","301","25"
"53807","301","105"
"53806","301","98"
"53805","301","83"
"53804","301","44"
"53803","301","101"
"53802","301","75"
"53801","301","106"
"53800","301","38"
"53799","301","91"
"53798","301","46"
"53797","301","51"
"53796","301","108"
"53795","301","99"
"53794","301","86"
"53793","301","20"
"53792","301","85"
"53791","301","74"
"53790","301","117"
"53789","301","102"
"53788","301","27"
"53787","301","100"
"53786","301","35"
"53785","301","95"
"53784","301","2"
"53783","301","103"
"53782","301","96"
"53781","301","76"
"53780","301","59"
"53779","301","43"
"53778","301","77"
"53777","301","111"
"53776","301","63"
"53775","301","6"
"53774","301","70"
"53773","301","109"
"53772","301","60"
"53771","301","87"
"53770","301","12"
"53769","301","78"
"53768","301","112"
"53767","301","116"
"53766","301","53"
"53765","301","97"
"53764","301","32"
"53763","301","82"
"49898","302","88"
"49897","302","42"
"49896","302","55"
"49895","302","37"
"49894","302","81"
"49893","302","104"
"49892","302","72"
"49891","302","62"
"49890","302","11"
"49889","302","7"
"49888","302","69"
"49887","302","67"
"49886","302","13"
"49885","302","56"
"49884","302","58"
"49883","302","39"
"49882","302","40"
"49881","302","73"
"49880","302","71"
"49879","302","3"
"49878","302","66"
"49877","302","41"
"49876","302","15"
"49875","302","5"
"49874","302","21"
"49873","302","65"
"49872","302","47"
"49871","302","64"
"49870","302","84"
"49869","302","30"
"49868","302","26"
"49867","302","68"
"49866","302","107"
"49865","302","93"
"49864","302","9"
"49863","302","34"
"49862","302","79"
"49861","302","23"
"49860","302","89"
"49859","302","10"
"49858","302","50"
"49857","302","8"
"49856","302","45"
"49855","302","52"
"49854","302","61"
"49853","302","54"
"49852","302","57"
"49851","302","92"
"49850","302","29"
"49849","302","25"
"49848","302","105"
"49847","302","14"
"49846","302","98"
"49845","302","83"
"49844","302","44"
"49843","302","28"
"49842","302","101"
"49841","302","75"
"49840","302","106"
"49839","302","38"
"49838","302","19"
"49837","302","91"
"49836","302","46"
"49835","302","51"
"49834","302","108"
"49833","302","99"
"49832","302","86"
"49831","302","20"
"49830","302","85"
"49829","302","48"
"49828","302","74"
"49827","302","102"
"49826","302","27"
"49825","302","100"
"49824","302","35"
"49823","302","95"
"49822","302","16"
"49821","302","2"
"49820","302","103"
"49819","302","96"
"49818","302","76"
"49817","302","59"
"49816","302","49"
"49815","302","43"
"49814","302","77"
"49813","302","63"
"49812","302","6"
"49811","302","70"
"49810","302","60"
"49809","302","87"
"49808","302","12"
"49807","302","31"
"49806","302","78"
"49805","302","53"
"49804","302","97"
"49803","302","32"
"49802","302","4"
"49801","302","82"
"48293","303","109"
"54388","304","110"
"51566","305","111"
"48501","306","82"
"48502","306","4"
"48503","306","32"
"48504","306","97"
"48505","306","53"
"48506","306","78"
"48507","306","31"
"48508","306","12"
"48509","306","87"
"48510","306","60"
"48511","306","109"
"48512","306","70"
"48513","306","6"
"48514","306","63"
"48515","306","111"
"48516","306","77"
"48517","306","43"
"48518","306","49"
"48519","306","59"
"48520","306","76"
"48521","306","96"
"48522","306","103"
"48523","306","2"
"48524","306","16"
"48525","306","95"
"48526","306","35"
"48527","306","100"
"48528","306","27"
"48529","306","102"
"48530","306","74"
"48531","306","48"
"48532","306","85"
"48533","306","20"
"48534","306","86"
"48535","306","99"
"48536","306","108"
"48537","306","51"
"48538","306","46"
"48539","306","91"
"48540","306","19"
"48541","306","38"
"48542","306","106"
"48543","306","75"
"48544","306","101"
"48545","306","28"
"48546","306","44"
"48547","306","83"
"48548","306","98"
"48549","306","14"
"48550","306","105"
"48551","306","25"
"48552","306","29"
"48553","306","92"
"48554","306","57"
"48555","306","110"
"48556","306","54"
"48557","306","61"
"48558","306","52"
"48559","306","45"
"48560","306","8"
"48561","306","50"
"48562","306","10"
"48563","306","89"
"48564","306","23"
"48565","306","79"
"48566","306","34"
"48567","306","9"
"48568","306","93"
"48569","306","107"
"48570","306","68"
"48571","306","26"
"48572","306","30"
"48573","306","84"
"48574","306","64"
"48575","306","47"
"48576","306","65"
"48577","306","21"
"48578","306","5"
"48579","306","15"
"48580","306","41"
"48581","306","66"
"48582","306","3"
"48583","306","71"
"48584","306","73"
"48585","306","40"
"48586","306","39"
"48587","306","58"
"48588","306","56"
"48589","306","13"
"48590","306","67"
"48591","306","69"
"48592","306","7"
"48593","306","11"
"48594","306","62"
"48595","306","72"
"48596","306","104"
"48597","306","81"
"48598","306","37"
"48599","306","55"
"48600","306","42"
"48601","306","88"
"48698","307","112"
"48886","308","113"
"59058","309","15"
"48704","310","114"
"55305","334","101"
"81300","333","47"
"53575","332","21"
"61392","311","88"
"61391","311","42"
"61390","311","55"
"61389","311","37"
"61388","311","115"
"61387","311","113"
"61386","311","120"
"61385","311","104"
"61384","311","72"
"61383","311","62"
"61382","311","122"
"61381","311","114"
"61380","311","69"
"61379","311","67"
"61378","311","13"
"61377","311","56"
"61376","311","58"
"61375","311","39"
"61374","311","40"
"61373","311","71"
"61372","311","3"
"61371","311","66"
"61370","311","126"
"61369","311","41"
"61368","311","15"
"61367","311","5"
"61366","311","21"
"61365","311","127"
"61364","311","65"
"61363","311","47"
"61362","311","64"
"61361","311","84"
"61360","311","30"
"61359","311","26"
"61358","311","48"
"61357","311","68"
"61356","311","107"
"61355","311","93"
"61354","311","124"
"61353","311","79"
"61352","311","23"
"61351","311","50"
"61350","311","8"
"61349","311","45"
"61348","311","52"
"61347","311","61"
"61346","311","54"
"61345","311","110"
"61344","311","57"
"61343","311","92"
"61342","311","29"
"61341","311","25"
"61340","311","105"
"61339","311","98"
"61338","311","83"
"61337","311","44"
"61336","311","101"
"61335","311","75"
"61334","311","106"
"61333","311","38"
"61332","311","91"
"61331","311","46"
"61330","311","51"
"61329","311","108"
"61328","311","99"
"61327","311","86"
"61326","311","20"
"61325","311","125"
"61324","311","85"
"61323","311","74"
"61322","311","117"
"61321","311","102"
"61320","311","27"
"61319","311","100"
"61318","311","35"
"61317","311","95"
"61316","311","16"
"61315","311","2"
"61314","311","103"
"61313","311","96"
"61312","311","76"
"61311","311","59"
"61310","311","49"
"61309","311","43"
"61308","311","77"
"61307","311","111"
"61306","311","63"
"61305","311","6"
"61304","311","70"
"61303","311","109"
"61302","311","118"
"81209","43","14"
"81208","43","98"
"81207","43","83"
"81206","43","44"
"81205","43","28"
"81204","43","101"
"81203","43","75"
"81202","43","106"
"81201","43","38"
"81200","43","19"
"81199","43","54"
"81198","43","91"
"81197","43","46"
"81196","43","153"
"81195","43","51"
"81194","43","135"
"81193","43","108"
"81192","43","99"
"81191","43","86"
"81190","43","129"
"61301","311","60"
"81501","80","108"
"81500","80","99"
"81499","80","86"
"81498","80","129"
"81497","80","20"
"81496","80","85"
"81495","80","74"
"57187","312","27"
"59063","313","115"
"81307","314","89"
"81295","315","89"
"81301","316","89"
"81294","317","89"
"53968","318","116"
"50851","319","60"
"50850","320","60"
"50971","321","102"
"53961","322","88"
"53960","322","42"
"53959","322","55"
"53958","322","37"
"53957","322","115"
"53956","322","113"
"53955","322","81"
"53954","322","104"
"53953","322","72"
"53952","322","62"
"53951","322","11"
"53950","322","7"
"53949","322","114"
"53948","322","69"
"53947","322","67"
"53946","322","13"
"53945","322","56"
"53944","322","58"
"53943","322","39"
"53942","322","40"
"53941","322","73"
"53940","322","71"
"53939","322","3"
"53938","322","66"
"53937","322","41"
"53936","322","15"
"53935","322","5"
"53934","322","21"
"53933","322","65"
"53932","322","47"
"53931","322","64"
"53930","322","84"
"53929","322","30"
"53928","322","26"
"53927","322","48"
"53926","322","68"
"53925","322","107"
"53924","322","93"
"53923","322","9"
"53922","322","34"
"53921","322","79"
"53920","322","23"
"53919","322","89"
"53918","322","10"
"53917","322","50"
"53916","322","8"
"53915","322","45"
"53914","322","52"
"53913","322","61"
"53912","322","54"
"53911","322","110"
"53910","322","57"
"53909","322","92"
"53908","322","29"
"53907","322","25"
"53906","322","105"
"53905","322","14"
"53904","322","98"
"53903","322","83"
"53902","322","44"
"53901","322","28"
"53900","322","101"
"53899","322","75"
"53898","322","106"
"53897","322","38"
"53896","322","19"
"53895","322","91"
"53894","322","46"
"53893","322","51"
"53892","322","108"
"53891","322","99"
"53890","322","86"
"53889","322","20"
"53888","322","85"
"53887","322","74"
"53886","322","102"
"53885","322","27"
"53884","322","100"
"53883","322","35"
"53882","322","95"
"53881","322","16"
"53880","322","2"
"53879","322","103"
"53878","322","96"
"53877","322","76"
"53876","322","59"
"53875","322","49"
"53874","322","43"
"53873","322","77"
"53872","322","111"
"53871","322","63"
"53870","322","6"
"53869","322","70"
"53868","322","109"
"53867","322","60"
"53866","322","87"
"53865","322","12"
"53864","322","31"
"53863","322","78"
"53862","322","112"
"53861","322","116"
"53860","322","53"
"53859","322","97"
"53858","322","32"
"53857","322","4"
"53856","322","82"
"81494","80","117"
"54928","323","106"
"81493","80","102"
"81492","80","27"
"51556","324","101"
"55304","334","75"
"55303","334","106"
"55302","334","38"
"55301","334","19"
"55300","334","91"
"55299","334","46"
"55298","334","51"
"55297","334","108"
"55296","334","99"
"55295","334","86"
"55294","334","20"
"55293","334","85"
"55292","334","74"
"55291","334","117"
"55290","334","102"
"55289","334","27"
"55288","334","100"
"55287","334","35"
"55286","334","95"
"55285","334","16"
"55284","334","2"
"55283","334","103"
"55282","334","96"
"55281","334","76"
"55280","334","59"
"55279","334","49"
"55278","334","43"
"55277","334","77"
"59055","56","13"
"68807","45","78"
"68806","45","112"
"68805","45","116"
"68804","45","53"
"68803","45","138"
"68802","45","97"
"68801","45","32"
"68800","45","4"
"55715","175","87"
"55714","175","12"
"55713","175","31"
"55712","175","78"
"55711","175","112"
"55710","175","116"
"55709","175","53"
"55708","175","97"
"55707","175","32"
"55706","175","4"
"55705","175","82"
"55276","334","111"
"55275","334","63"
"55274","334","6"
"55273","334","70"
"55272","334","109"
"55271","334","118"
"55270","334","60"
"55269","334","87"
"55268","334","12"
"55267","334","31"
"55266","334","78"
"55265","334","112"
"55264","334","116"
"55263","334","53"
"55262","334","97"
"55261","334","32"
"81137","382","62"
"81136","382","133"
"79058","155","88"
"79057","155","42"
"79056","155","55"
"79055","155","37"
"79054","155","115"
"79053","155","113"
"79052","155","81"
"79051","155","120"
"79050","155","104"
"79049","155","72"
"79048","155","62"
"79047","155","133"
"79046","155","11"
"79045","155","7"
"79044","155","122"
"79043","155","114"
"79042","155","69"
"79041","155","67"
"79040","155","13"
"79039","155","56"
"79038","155","58"
"79037","155","39"
"79036","155","40"
"79035","155","73"
"79034","155","71"
"79033","155","3"
"79032","155","66"
"79031","155","132"
"79030","155","126"
"79029","155","41"
"79028","155","15"
"79027","155","5"
"79026","155","21"
"79025","155","127"
"79024","155","65"
"79023","155","47"
"79022","155","64"
"79021","155","84"
"79020","155","30"
"79019","155","128"
"79018","155","137"
"79017","155","125"
"79016","155","26"
"81491","80","100"
"80630","153","54"
"80629","153","91"
"69317","117","55"
"69316","117","37"
"78132","215","12"
"78131","215","31"
"78130","215","121"
"78129","215","78"
"78128","215","131"
"78127","215","112"
"78126","215","139"
"78125","215","116"
"81135","382","11"
"74516","372","6"
"72261","109","103"
"72260","109","96"
"68889","45","88"
"68888","45","42"
"81189","43","20"
"81188","43","85"
"80849","55","62"
"81490","80","35"
"81489","80","95"
"80848","55","133"
"73072","248","51"
"73071","248","135"
"81488","80","16"
"68321","363","141"
"78646","353","3"
"68047","82","42"
"76922","13","108"
