"pkey","user","usergroup"
"23819","179","8"
"23818","179","45"
"23817","179","52"
"23816","179","54"
"23815","179","57"
"23814","179","29"
"23813","179","25"
"23812","179","14"
"23811","179","28"
"23810","179","38"
"23809","179","19"
"23808","179","46"
"23807","179","51"
"23806","179","20"
"23805","179","48"
"23804","179","27"
"23803","179","35"
"23802","179","16"
"23801","179","2"
"23800","179","59"
"23799","179","49"
"23798","179","43"
"23797","179","6"
"23796","179","60"
"23795","179","12"
"23794","179","31"
"23793","179","53"
"23792","179","32"
"23791","179","4"
"59068","180","5"
"55590","181","57"
"30150","189","8"
"30149","189","45"
"30148","189","52"
"30147","189","61"
"30146","189","54"
"30145","189","57"
"30144","189","29"
"30143","189","25"
"30142","189","14"
"30141","189","28"
"30140","189","38"
"30139","189","19"
"30138","189","46"
"30137","189","51"
"30136","189","20"
"30135","189","48"
"30134","189","27"
"30133","189","35"
"30132","189","16"
"30131","189","2"
"30130","189","59"
"30129","189","49"
"30128","189","43"
"30127","189","6"
"30126","189","60"
"30125","189","12"
"30124","189","31"
"44670","190","42"
"44669","190","55"
"44668","190","37"
"44667","190","72"
"44666","190","62"
"44665","190","11"
"44664","190","7"
"44663","190","69"
"44662","190","67"
"44661","190","13"
"44660","190","56"
"44659","190","58"
"44658","190","39"
"44657","190","40"
"44656","190","73"
"44655","190","71"
"44654","190","3"
"44653","190","66"
"44652","190","41"
"44651","190","15"
"44650","190","5"
"44649","190","21"
"44648","190","65"
"44647","190","47"
"44646","190","64"
"44645","190","30"
"44644","190","26"
"44643","190","68"
"44642","190","9"
"44641","190","34"
"44640","190","79"
"44639","190","23"
"44638","190","10"
"44637","190","50"
"44636","190","8"
"44635","190","45"
"44634","190","52"
"44633","190","61"
"44632","190","54"
"44631","190","57"
"44630","190","29"
"44629","190","25"
"44628","190","14"
"44627","190","44"
"44626","190","28"
"44625","190","75"
"44624","190","38"
"44623","190","19"
"44622","190","46"
"44621","190","51"
"44620","190","20"
"44619","190","48"
"44618","190","74"
"55144","191","62"
"81544","80","34"
"43168","178","4"
"81241","43","107"
"26045","172","32"
"55717","175","109"
"55796","167","51"
"44617","190","27"
"44616","190","35"
"30123","189","53"
"30122","189","32"
"30121","189","4"
"25873","192","60"
"43167","178","82"
"45614","149","88"
"68319","282","102"
"81240","43","93"
"81239","43","144"
"80853","55","81"
"80852","55","120"
"80851","55","104"
"45613","149","42"
"45612","149","55"
"45611","149","37"
"45610","149","81"
"45609","149","72"
"45608","149","62"
"45607","149","11"
"45606","149","7"
"45605","149","69"
"45604","149","67"
"45603","149","13"
"45602","149","56"
"45601","149","58"
"45600","149","39"
"45599","149","40"
"45598","149","73"
"45597","149","71"
"45596","149","3"
"53707","250","38"
"53706","250","19"
"53705","250","91"
"53704","250","46"
"53703","250","51"
"53702","250","99"
"31066","223","12"
"31064","222","32"
"54926","221","73"
"76947","13","61"
"76946","13","110"
"76945","13","140"
"76944","13","57"
"76943","13","92"
"76942","13","130"
"81238","43","143"
"81237","43","9"
"81236","43","34"
"55795","167","86"
"55794","167","20"
"55793","167","85"
"32176","228","74"
"60080","227","38"
"32173","226","38"
"73153","248","115"
"81543","80","124"
"81542","80","79"
"81541","80","23"
"81306","220","72"
"45595","149","66"
"41760","194","42"
"41759","194","55"
"41758","194","37"
"41757","194","72"
"41756","194","62"
"41755","194","11"
"41754","194","7"
"41753","194","69"
"41752","194","67"
"41751","194","13"
"41750","194","56"
"41749","194","44"
"41748","194","58"
"41747","194","39"
"41746","194","40"
"41745","194","73"
"41744","194","71"
"41743","194","3"
"41742","194","66"
"41741","194","41"
"41740","194","15"
"41739","194","5"
"41738","194","21"
"41737","194","65"
"41736","194","47"
"41735","194","64"
"41734","194","30"
"41733","194","26"
"41732","194","68"
"41731","194","9"
"41730","194","34"
"41729","194","79"
"41728","194","23"
"41727","194","10"
"41726","194","50"
"41725","194","8"
"41724","194","45"
"41723","194","52"
"41722","194","61"
"41721","194","54"
"41720","194","57"
"41719","194","29"
"41718","194","25"
"41717","194","14"
"41716","194","28"
"41715","194","75"
"41714","194","38"
"41713","194","19"
"41712","194","46"
"41711","194","51"
"41710","194","20"
"41709","194","48"
"41708","194","74"
"41707","194","27"
"81140","382","120"
"81139","382","104"
"80716","153","37"
"80715","153","115"
"80714","153","113"
"80713","153","81"
"80712","153","120"
"80711","153","104"
"80710","153","72"
"80709","153","62"
"80708","153","133"
"80707","153","11"
"80706","153","7"
"80705","153","122"
"80704","153","114"
"80703","153","69"
"80702","153","67"
"80701","153","13"
"80700","153","56"
"80699","153","58"
"80698","153","39"
"80697","153","40"
"80696","153","73"
"80695","153","71"
"80694","153","3"
"80693","153","66"
"80692","153","132"
"80691","153","126"
"80690","153","41"
"80689","153","15"
"80688","153","5"
"80687","153","21"
"80686","153","127"
"80685","153","65"
"80684","153","47"
"80683","153","64"
"80682","153","152"
"80681","153","84"
"80680","153","30"
"80679","153","128"
"80678","153","137"
"80677","153","125"
"80676","153","26"
"80675","153","134"
"80674","153","48"
"80673","153","68"
"80672","153","107"
"80671","153","93"
"80670","153","144"
"80669","153","143"
"80668","153","9"
"80667","153","34"
"80666","153","124"
"80665","153","79"
"43134","195","9"
"43133","195","34"
"43132","195","79"
"43131","195","23"
"43130","195","89"
"43129","195","10"
"43128","195","50"
"43127","195","8"
"43126","195","45"
"43125","195","52"
"43124","195","61"
"43123","195","54"
"43122","195","57"
"43121","195","92"
"43120","195","29"
"43119","195","25"
"43118","195","14"
"43117","195","98"
"43116","195","83"
"43115","195","28"
"43114","195","75"
"43113","195","38"
"43112","195","19"
"43111","195","91"
"43110","195","46"
"43109","195","51"
"43108","195","99"
"43107","195","86"
"43106","195","20"
"43105","195","85"
"43104","195","48"
"43103","195","74"
"43102","195","27"
"43101","195","100"
"43100","195","35"
"43099","195","95"
"43098","195","16"
"43097","195","2"
"43096","195","96"
"43095","195","76"
"43094","195","59"
"43093","195","49"
"43092","195","43"
"43091","195","77"
"43090","195","63"
"43089","195","6"
"43088","195","70"
"43087","195","60"
"43086","195","87"
"43085","195","12"
"43084","195","31"
"43083","195","78"
"43082","195","53"
"43081","195","97"
"26262","196","32"
"26263","196","53"
"26264","196","31"
"26265","196","12"
"26266","196","60"
"26267","196","6"
"26268","196","43"
"26269","196","49"
"26270","196","59"
"26271","196","2"
"26272","196","16"
"26273","196","35"
"26274","196","27"
"26275","196","48"
"26276","196","20"
"26277","196","51"
"26278","196","46"
"26279","196","19"
"26280","196","38"
"26281","196","28"
"26282","196","14"
"26283","196","25"
"26284","196","29"
"26285","196","57"
"26286","196","54"
"26287","196","61"
"26288","196","52"
"26289","196","45"
"26290","196","8"
"26291","196","50"
"26292","196","10"
"26293","196","23"
"26294","196","34"
"26295","196","9"
"26296","196","26"
"26297","196","30"
"26298","196","47"
"26299","196","21"
"26300","196","5"
"26301","196","15"
"26302","196","41"
"26303","196","3"
"26304","196","40"
"26305","196","39"
"26306","196","58"
"26307","196","44"
"26308","196","56"
"26309","196","13"
"26310","196","7"
"26311","196","11"
"26312","196","62"
"26313","196","37"
"26314","196","55"
"26315","196","42"
"55716","175","60"
"30479","75","53"
"30478","75","32"
"30477","75","4"
"73152","248","113"
"73151","248","81"
"73150","248","120"
"73149","248","104"
"73148","248","72"
"73147","248","62"
"73146","248","133"
"73145","248","11"
"73144","248","7"
"73143","248","122"
"73142","248","114"
"73141","248","69"
"73140","248","67"
"73139","248","13"
"73138","248","56"
"73137","248","58"
"73136","248","39"
"73135","248","40"
"73134","248","73"
"73133","248","71"
"73132","248","3"
"73131","248","66"
"73130","248","132"
"73129","248","126"
"76941","13","29"
"76940","13","141"
"76939","13","25"
"76938","13","105"
"76937","13","14"
"76936","13","98"
"76935","13","83"
"76934","13","44"
"76933","13","28"
"76932","13","101"
"81308","247","86"
"68830","45","51"
"68829","45","86"
"68828","45","20"
"68827","45","85"
"68826","45","74"
"68825","45","27"
"68824","45","35"
"68823","45","16"
"68822","45","2"
"68821","45","76"
"68820","45","59"
"68819","45","49"
"68818","45","43"
"68817","45","77"
"81235","43","124"
"81234","43","79"
"81233","43","23"
"81232","43","142"
"81231","43","89"
"41706","194","35"
"56741","291","106"
"46106","290","105"
"59061","289","105"
"67052","198","42"
"67051","198","55"
"67050","198","37"
"67049","198","81"
"67048","198","104"
"67047","198","72"
"67046","198","62"
"67045","198","11"
"67044","198","7"
"67043","198","69"
"67042","198","67"
"67041","198","13"
"67040","198","56"
"67039","198","58"
"67038","198","39"
"67037","198","40"
"67036","198","73"
"67035","198","71"
"67034","198","3"
"67033","198","66"
"67032","198","41"
"67031","198","15"
"67030","198","5"
"67029","198","21"
"67028","198","65"
"67027","198","47"
"67026","198","64"
"67025","198","84"
"67024","198","30"
"67023","198","26"
"67022","198","48"
"67021","198","68"
"67020","198","93"
"67019","198","9"
"67018","198","34"
"67017","198","79"
"67016","198","23"
"67015","198","89"
"67014","198","10"
"67013","198","50"
"67012","198","8"
"67011","198","45"
"67010","198","52"
"67009","198","61"
"67008","198","57"
"67007","198","92"
"67006","198","29"
"67005","198","25"
"67004","198","14"
"67003","198","98"
"67002","198","83"
"58962","199","63"
"26918","102","55"
"26919","102","42"
"43080","195","32"
"76931","13","75"
"76930","13","106"
"76929","13","38"
"76928","13","19"
"41266","200","64"
"81540","80","142"
"81539","80","89"
"81538","80","10"
"76927","13","54"
"76926","13","91"
"76925","13","46"
"67001","198","44"
"67000","198","28"
"55792","167","74"
"55791","167","27"
"81537","80","50"
"43079","195","4"
"32178","201","63"
"41257","202","65"
"55790","167","35"
"81536","80","8"
"81535","80","45"
"66999","198","101"
"43078","195","82"
"66998","198","75"
"28269","184","42"
"76924","13","51"
"28327","203","64"
"44598","204","42"
"44597","204","55"
"44596","204","37"
"44595","204","62"
"44594","204","11"
"44593","204","7"
"44592","204","67"
"44591","204","13"
"44590","204","56"
"44589","204","58"
"44588","204","39"
"44587","204","40"
"44586","204","3"
"44585","204","66"
"44584","204","41"
"44583","204","15"
"44582","204","5"
"44581","204","21"
"44580","204","65"
"44579","204","47"
"44578","204","64"
"44577","204","30"
"44576","204","26"
"44575","204","68"
"44574","204","9"
"44573","204","34"
"44572","204","23"
"44571","204","10"
"44570","204","50"
"44569","204","8"
"44568","204","45"
"44567","204","52"
"44566","204","61"
"44565","204","54"
"44564","204","57"
"44563","204","29"
"44562","204","25"
"44561","204","14"
"44560","204","44"
"44559","204","28"
"44558","204","38"
"44557","204","19"
"44556","204","46"
"44555","204","51"
"44554","204","20"
"44553","204","48"
"44552","204","27"
"44551","204","35"
"44550","204","16"
"44549","204","2"
"44548","204","59"
"44547","204","49"
"44546","204","43"
"44545","204","63"
"44544","204","6"
"44543","204","60"
"44542","204","12"
"44541","204","31"
"59056","205","12"
"56739","206","66"
"81534","80","52"
"81533","80","61"
"55789","167","16"
"81230","43","10"
"81229","43","50"
"81228","43","8"
"81227","43","45"
"28744","207","67"
"81304","208","67"
"29038","209","68"
"53701","250","86"
"81313","249","89"
"73128","248","41"
"73127","248","15"
"73126","248","5"
"73125","248","21"
"73124","248","127"
"73123","248","65"
"73122","248","47"
"73121","248","64"
"73120","248","84"
"73119","248","30"
"73118","248","128"
"73117","248","137"
"73116","248","125"
"73115","248","26"
"73114","248","134"
"73113","248","48"
"73112","248","68"
"73111","248","107"
"73110","248","93"
"73109","248","144"
"73108","248","143"
"73107","248","9"
"73106","248","34"
"73105","248","124"
"73104","248","79"
"73103","248","23"
"73102","248","142"
"73101","248","89"
"73100","248","10"
"73099","248","50"
"73098","248","8"
"73097","248","45"
"73096","248","52"
"73095","248","61"
"73094","248","110"
"73093","248","140"
"73092","248","57"
"73091","248","92"
"73090","248","130"
"73089","248","29"
"73088","248","141"
"73087","248","25"
"73086","248","105"
"73085","248","14"
"73084","248","98"
"73083","248","83"
"73082","248","44"
"73081","248","28"
"73080","248","101"
"73079","248","75"
"73078","248","106"
"73077","248","38"
"73076","248","19"
"73075","248","54"
"73074","248","91"
"45615","241","85"
"42893","131","39"
"37813","210","3"
"81532","80","110"
"81531","80","140"
"81226","43","52"
"81225","43","61"
"55788","167","2"
"55787","167","76"
"68816","45","111"
"68815","45","63"
"68814","45","6"
"68813","45","70"
"68812","45","109"
"68811","45","60"
"68810","45","87"
"68809","45","12"
"68808","45","31"
"44690","123","74"
"44689","123","27"
"44688","123","35"
"44687","123","16"
"44686","123","2"
"44685","123","76"
"44684","123","59"
"44683","123","49"
"44682","123","43"
"66834","5","6"
"66833","5","60"
"66832","5","12"
"66831","5","31"
"66830","5","53"
"66829","5","138"
"66828","5","32"
"44540","204","53"
"44539","204","32"
"44538","204","4"
"81530","80","57"
"81310","246","88"
"55364","334","55"
"42706","211","68"
"51463","212","12"
"29570","213","69"
"55786","167","59"
"81529","80","92"
"77490","3","74"
"77489","3","27"
"77488","3","35"
"77487","3","16"
"77486","3","2"
"77485","3","76"
"77484","3","59"
"77483","3","49"
"77482","3","43"
"77481","3","77"
"81224","43","110"
"53700","250","20"
"33596","214","37"
"33595","214","72"
"33594","214","62"
"33593","214","11"
"33592","214","7"
"33591","214","69"
"33590","214","67"
"33589","214","13"
"33588","214","56"
"33587","214","44"
"33586","214","58"
"33585","214","39"
"33584","214","40"
"33583","214","73"
"33582","214","71"
"33581","214","3"
"33580","214","66"
"33579","214","41"
"33578","214","15"
"33577","214","5"
"33576","214","21"
"33575","214","65"
"33574","214","47"
"33573","214","64"
"33572","214","30"
"33571","214","26"
"33570","214","68"
"33569","214","9"
"33568","214","34"
"33567","214","23"
"33566","214","10"
"33565","214","50"
"33564","214","8"
"33563","214","45"
"33562","214","52"
"33561","214","61"
"33044","235","46"
"33043","235","51"
"33042","235","20"
"33041","235","48"
"33040","235","74"
"33039","235","27"
"33038","235","35"
"33037","235","16"
"33036","235","2"
"33035","235","76"
"33034","235","59"
"33033","235","49"
"33032","235","43"
"33031","235","77"
"33030","235","63"
"33029","235","6"
"33028","235","70"
"33027","235","60"
"33026","235","12"
"33025","235","31"
"33024","235","78"
"33023","235","53"
"33022","235","32"
"33021","235","4"
"33560","214","54"
"78210","215","62"
"78209","215","11"
"78208","215","7"
"78207","215","69"
"78206","215","67"
"78205","215","13"
"78204","215","56"
"78203","215","58"
"78202","215","39"
"78201","215","40"
"78200","215","73"
"78199","215","71"
"78198","215","3"
"78197","215","66"
"78196","215","41"
"78195","215","15"
"78194","215","5"
"78193","215","21"
"78192","215","65"
"78191","215","47"
"78190","215","64"
"78189","215","84"
"78188","215","30"
"78187","215","26"
"78186","215","48"
"78185","215","68"
"78184","215","93"
"78183","215","9"
"78182","215","34"
"78181","215","79"
"78180","215","23"
"78179","215","89"
"78178","215","10"
"78177","215","50"
"78176","215","8"
"78175","215","45"
"78174","215","52"
"78173","215","61"
"78172","215","57"
"78171","215","92"
"78170","215","29"
"78169","215","25"
"78168","215","14"
"78167","215","83"
"78166","215","44"
"78165","215","28"
"78164","215","75"
"78163","215","38"
"78162","215","19"
"78161","215","54"
"78160","215","91"
"78159","215","46"
"78158","215","51"
"78157","215","86"
"78156","215","20"
"78155","215","85"
"78154","215","74"
"78153","215","27"
"78152","215","35"
"41844","193","3"
"78151","215","95"
"53699","250","85"
"53698","250","74"
"53697","250","27"
"53696","250","100"
"53695","250","35"
"53694","250","95"
"53693","250","16"
"53692","250","2"
"53672","251","88"
"53671","251","42"
"53670","251","55"
"53669","251","37"
"53668","251","81"
"53667","251","104"
"53666","251","72"
"53665","251","62"
"53664","251","11"
"43255","178","88"
"43254","178","42"
"43253","178","55"
"43252","178","37"
"43251","178","81"
"43250","178","72"
"43249","178","62"
"43248","178","11"
"43247","178","7"
"43246","178","69"
"43245","178","67"
"43244","178","13"
"43243","178","56"
"43242","178","44"
"43241","178","58"
"43240","178","39"
"43239","178","40"
"43238","178","71"
"43237","178","3"
"43236","178","66"
"43235","178","41"
"43234","178","15"
"43233","178","5"
"43232","178","21"
"43231","178","65"
"43230","178","47"
"43229","178","64"
"43228","178","84"
"43227","178","30"
"43226","178","26"
"43225","178","68"
"43224","178","93"
"43223","178","9"
"43222","178","34"
"43166","195","88"
"43165","195","42"
"43164","195","55"
"43163","195","37"
"43162","195","81"
"43161","195","72"
"43160","195","62"
"43159","195","11"
"43158","195","7"
"43157","195","69"
"42707","217","68"
"66827","5","4"
"81303","218","70"
"30728","219","71"
"32035","225","64"
"51569","245","87"
"38281","244","87"
"46104","243","88"
"46103","242","88"
"38216","197","3"
"81528","80","151"
"55785","167","49"
"81223","43","140"
"41436","229","75"
"81222","43","57"
"55784","167","43"
"81527","80","150"
"74511","230","75"
"58961","231","75"
"43538","232","13"
"32582","233","76"
"55783","167","77"
"81526","80","149"
"81221","43","92"
"37891","234","77"
"37890","234","78"
"33559","214","57"
"33558","214","29"
"33557","214","25"
"33556","214","14"
"33555","214","28"
"33554","214","75"
"33553","214","38"
"33552","214","19"
"33551","214","46"
"33550","214","51"
"33549","214","20"
"33548","214","48"
"33547","214","74"
"33546","214","27"
"33545","214","35"
"33544","214","16"
"33543","214","2"
"33542","214","76"
"33541","214","59"
"33540","214","49"
"33539","214","43"
"33538","214","77"
"33537","214","63"
"33536","214","6"
"33535","214","70"
"33534","214","60"
"33533","214","12"
"33532","214","31"
"33531","214","78"
"33530","214","53"
"33529","214","32"
"33528","214","4"
"33310","158","55"
"33309","158","37"
"33308","158","72"
"33307","158","62"
"33306","158","11"
"33305","158","7"
"33304","158","69"
"33303","158","67"
"33302","158","13"
"33301","158","56"
"33300","158","44"
"33299","158","58"
"33298","158","39"
"33297","158","40"
"33296","158","73"
"33295","158","71"
"33294","158","17"
"33293","158","18"
"33292","158","24"
"33291","158","3"
"33290","158","66"
"33289","158","41"
"33288","158","15"
"33287","158","5"
"33286","158","21"
"33285","158","65"
"33284","158","47"
"33283","158","64"
"33282","158","30"
"33281","158","26"
"33280","158","68"
"33279","158","9"
"33278","158","34"
"33277","158","23"
"33276","158","10"
"33275","158","50"
"33274","158","8"
"33273","158","45"
"33272","158","52"
"33271","158","61"
"33270","158","54"
"33269","158","57"
"33268","158","29"
"33267","158","25"
"33266","158","14"
"33265","158","28"
"33264","158","75"
"33263","158","38"
"33262","158","19"
"33261","158","46"
"33260","158","51"
"33259","158","20"
"33258","158","48"
"33257","158","74"
"33256","158","27"
"33255","158","35"
"33254","158","16"
"33253","158","2"
"33252","158","76"
"33251","158","59"
"33250","158","49"
"33249","158","43"
"33248","158","77"
"33247","158","63"
"33246","158","6"
"33245","158","70"
"33244","158","60"
"33243","158","12"
"33242","158","31"
"33241","158","78"
"33240","158","53"
"33239","158","32"
"33238","158","4"
"51291","154","16"
"51290","154","2"
"51289","154","76"
"51288","154","59"
"51287","154","49"
"51286","154","43"
"51285","154","77"
"51284","154","63"
"51283","154","6"
"51282","154","70"
"51281","154","60"
"51280","154","12"
"51279","154","31"
"51278","154","78"
"51277","154","53"
"51276","154","32"
"45594","149","41"
"45593","149","15"
"45592","149","5"
"45591","149","21"
"45590","149","65"
"45589","149","47"
"45588","149","64"
"45587","149","84"
"45586","149","30"
"45585","149","26"
"45584","149","68"
"45583","149","93"
"45582","149","9"
"45581","149","34"
"45580","149","79"
"45579","149","23"
"45578","149","89"
"45577","149","10"
"45576","149","50"
"45575","149","8"
"45574","149","45"
"45573","149","52"
"45572","149","61"
"45571","149","54"
"45570","149","57"
"45569","149","92"
"45568","149","29"
"45567","149","25"
"45566","149","14"
"45565","149","83"
"45564","149","44"
"45563","149","28"
"45562","149","75"
"45561","149","38"
"45560","149","19"
"45559","149","91"
"45558","149","46"
"45557","149","51"
"45556","149","86"
"45555","149","20"
"45554","149","85"
"45553","149","48"
"45552","149","74"
"45551","149","27"
"45550","149","35"
"45549","149","95"
"45548","149","16"
"45547","149","2"
"45546","149","96"
"45545","149","76"
"45544","149","59"
"45543","149","49"
"45542","149","43"
"45541","149","77"
"45540","149","63"
"45539","149","6"
"45538","149","70"
"45537","149","60"
"45536","149","87"
"45535","149","12"
"45534","149","31"
"45533","149","78"
"45532","149","53"
"45531","149","32"
"45530","149","4"
"57186","268","96"
"52715","263","88"
"63436","267","95"
"69314","117","62"
"69313","117","11"
"69312","117","7"
"69311","117","69"
"69310","117","67"
"69309","117","13"
"69308","117","56"
"69307","117","58"
"69306","117","39"
"69305","117","40"
"69304","117","73"
"69303","117","71"
"69302","117","3"
"69301","117","66"
"69300","117","41"
"69299","117","15"
"69298","117","5"
"69297","117","21"
"69296","117","65"
"69295","117","47"
"69294","117","64"
"69293","117","30"
"69292","117","26"
"69291","117","48"
"69290","117","68"
"69289","117","9"
"69288","117","34"
"69287","117","23"
"69286","117","10"
"69285","117","50"
"69284","117","8"
"69283","117","45"
"69282","117","52"
"69281","117","61"
"69280","117","140"
"69279","117","57"
"69278","117","29"
"69277","117","141"
"69276","117","25"
"69275","117","14"
"69274","117","44"
"69273","117","28"
"69272","117","75"
"69271","117","38"
"69270","117","19"
"69269","117","54"
"69268","117","46"
"69267","117","51"
"69266","117","20"
"69265","117","74"
"69264","117","27"
"69263","117","35"
"69262","117","16"
"69261","117","2"
"69260","117","76"
"69259","117","59"
"69258","117","49"
"69257","117","43"
"69256","117","77"
"69255","117","63"
"69254","117","6"
"69253","117","70"
"69252","117","60"
"69251","117","12"
"69250","117","31"
"69249","117","78"
"69248","117","53"
"69247","117","138"
"69246","117","32"
"58959","236","79"
"53691","250","96"
"53690","250","76"
"53689","250","59"
"53688","250","49"
"53687","250","43"
"53686","250","77"
"53685","250","63"
"53684","250","6"
"53683","250","70"
"53682","250","60"
"53681","250","87"
"53680","250","12"
"53679","250","31"
"41705","194","16"
"41704","194","2"
"41703","194","76"
"41702","194","59"
"41701","194","49"
"41700","194","43"
"41699","194","77"
"41698","194","63"
"41697","194","6"
"41696","194","70"
"41695","194","60"
"41694","194","12"
"41693","194","31"
"41692","194","78"
"41691","194","53"
"41690","194","32"
"41689","194","4"
"44615","190","16"
"44614","190","2"
"44613","190","76"
"44612","190","59"
"44611","190","49"
"44610","190","43"
"44609","190","77"
"44608","190","63"
"44607","190","6"
"44606","190","70"
"44605","190","60"
"44604","190","12"
"44603","190","31"
"44602","190","78"
"44601","190","53"
"44600","190","32"
"44599","190","4"
"51275","154","4"
"43156","195","67"
"43155","195","13"
"43154","195","56"
"43153","195","44"
"43152","195","58"
"43151","195","39"
"43150","195","40"
"43149","195","71"
"43148","195","3"
"43147","195","66"
"44681","123","77"
"44680","123","63"
"44679","123","6"
"44678","123","70"
"44677","123","60"
"44676","123","12"
"44675","123","31"
"44674","123","78"
"44673","123","53"
"44672","123","32"
"44671","123","4"
"45529","149","82"
"80850","55","72"
"53678","250","78"
"53677","250","53"
"53676","250","97"
"37812","100","3"
"55147","237","38"
"77480","3","63"
"77479","3","6"
"77478","3","70"
"77477","3","60"
"77476","3","12"
"77475","3","31"
"77474","3","78"
"77473","3","53"
"77472","3","138"
"77471","3","32"
"36528","238","81"
"81525","80","148"
"81524","80","147"
"81523","80","146"
"81522","80","130"
"81220","43","151"
"81219","43","150"
"81218","43","149"
"81217","43","148"
"55782","167","63"
"55781","167","6"
"55780","167","70"
"55779","167","60"
"40212","239","82"
"37810","240","83"
"59060","275","100"
"56516","274","100"
"43540","273","58"
"43539","273","39"
"52714","263","42"
"52713","263","55"
"52712","263","37"
"42714","272","99"
"77456","271","98"
"76923","13","135"
"43146","195","41"
"43145","195","15"
"41843","216","3"
"81216","43","147"
"81215","43","146"
"81521","80","29"
"81520","80","141"
"55778","167","87"
"55777","167","12"
"55776","167","31"
"53675","250","32"
"53674","250","4"
"53663","251","7"
"53662","251","69"
"53661","251","67"
"53660","251","13"
"53659","251","56"
"53658","251","58"
"53657","251","39"
"53656","251","40"
"53655","251","73"
"53654","251","71"
"53653","251","3"
"53652","251","66"
"53651","251","41"
"53650","251","15"
"53649","251","5"
"53648","251","21"
"53647","251","65"
"53646","251","47"
"53645","251","64"
"53644","251","84"
"53643","251","30"
"53642","251","26"
"53641","251","48"
"53640","251","68"
"53639","251","107"
"53638","251","93"
"53637","251","9"
"53636","251","34"
"53635","251","79"
"53634","251","23"
"53633","251","89"
"53632","251","10"
"53631","251","50"
"53630","251","8"
"53629","251","45"
"53628","251","52"
"53627","251","61"
"53626","251","54"
"53625","251","57"
"53624","251","92"
"53623","251","29"
"53622","251","25"
"53621","251","105"
"53620","251","14"
"53619","251","98"
"53618","251","83"
"53617","251","44"
"53616","251","28"
"53615","251","101"
"53614","251","75"
"53613","251","106"
"53612","251","38"
"53611","251","19"
"53610","251","91"
"53609","251","46"
"53608","251","51"
"53607","251","99"
"53606","251","86"
"53605","251","20"
"53604","251","85"
"53603","251","74"
"53602","251","102"
"53601","251","27"
"53600","251","100"
"53599","251","35"
"53598","251","95"
"53597","251","16"
"53596","251","2"
"53595","251","103"
"53594","251","96"
"53593","251","76"
"53592","251","59"
"53591","251","49"
"53590","251","43"
"53589","251","77"
"53588","251","63"
"53587","251","6"
"53586","251","70"
"53585","251","60"
"53584","251","87"
"55775","167","78"
"55774","167","53"
"55773","167","32"
"55772","167","4"
"55771","167","82"
"73073","248","46"
"81519","80","25"
"81518","80","105"
"55956","252","2"
"72363","109","88"
"72362","109","42"
"72361","109","55"
"72360","109","37"
"72359","109","115"
"72358","109","113"
"72357","109","81"
"72356","109","120"
"72355","109","104"
"72354","109","72"
"72353","109","62"
"72352","109","133"
"72351","109","11"
"72350","109","7"
"72349","109","122"
"72348","109","114"
"72347","109","69"
"72346","109","67"
"72345","109","13"
"72344","109","56"
"72343","109","58"
"72342","109","39"
"72341","109","40"
"72340","109","73"
"72339","109","71"
"72338","109","3"
"72337","109","66"
"72336","109","132"
"72335","109","126"
"72334","109","41"
"72333","109","15"
"72332","109","5"
"72331","109","21"
"72330","109","127"
"72329","109","65"
"72328","109","47"
"72327","109","64"
"72326","109","84"
"72325","109","30"
"72324","109","128"
"72323","109","137"
"72322","109","125"
"72321","109","26"
"72320","109","134"
"72319","109","48"
"72318","109","68"
"72317","109","107"
"72316","109","93"
"72315","109","144"
"72314","109","143"
"72313","109","9"
"72312","109","34"
"72311","109","124"
"72310","109","79"
"72309","109","23"
"72308","109","142"
"72307","109","89"
"72306","109","10"
"72305","109","50"
"72304","109","8"
"72303","109","45"
"72302","109","52"
"72301","109","61"
"72300","109","110"
"72299","109","140"
"72298","109","57"
"72297","109","92"
"72296","109","130"
"72295","109","29"
"72294","109","141"
"72293","109","25"
"72292","109","105"
"72291","109","14"
"72290","109","98"
"72289","109","83"
"72288","109","44"
"72287","109","28"
"72286","109","101"
"72285","109","75"
"72284","109","106"
"81290","253","91"
"44455","254","91"
"40462","255","93"
"55363","334","37"
"55362","334","115"
"55361","334","113"
"55360","334","81"
"55359","334","104"
"55358","334","72"
"55357","334","62"
"55356","334","11"
"55355","334","7"
"55354","334","114"
"55353","334","69"
"55352","334","67"
"55351","334","13"
"55350","334","56"
"55349","334","58"
"55348","334","39"
"55347","334","40"
"55346","334","73"
"55345","334","71"
"55344","334","3"
"55343","334","66"
"55342","334","41"
"55341","334","15"
"55340","334","5"
"55339","334","21"
"55338","334","65"
"55337","334","47"
"55336","334","64"
"55335","334","84"
"55334","334","30"
"55333","334","26"
"55332","334","48"
"55331","334","68"
"55330","334","107"
"55329","334","93"
"55328","334","9"
"55327","334","34"
"55326","334","79"
"55325","334","23"
"55324","334","89"
"55323","334","10"
"55322","334","50"
"55321","334","8"
"55320","334","45"
"55319","334","52"
"55318","334","61"
"55317","334","54"
"55316","334","110"
"55315","334","57"
"55314","334","92"
"55313","334","29"
"55312","334","25"
"55311","334","105"
"55310","334","14"
"55309","334","98"
"55308","334","83"
"55307","334","44"
"55306","334","28"
"72283","109","38"
"72282","109","19"
"72281","109","54"
"72280","109","91"
"72279","109","46"
"72278","109","51"
"72277","109","135"
"72276","109","108"
